GeneID	padj	pvalue	lfcSE	stat	log2FoldChange	baseMean	Symbol	Description
10263	9.63e-01	3.96e-01	0.1879	-0.8480985	-0.15936372	1247.36	CDK2AP2	cyclin dependent kinase 2 associated protein 2
51279	9.63e-01	3.96e-01	0.2685	-0.8480258	-0.22769391	795.36	C1RL	complement C1r subcomponent like
7398	9.63e-01	3.97e-01	0.1542	0.8477702	0.13075248	467.32	USP1	ubiquitin specific peptidase 1
55285	9.64e-01	3.97e-01	0.2809	-0.8473117	-0.2380207	569.15	RBM41	RNA binding motif protein 41
84950	9.64e-01	3.97e-01	0.1339	-0.8463619	-0.11334756	486.04	PRPF38A	pre-mRNA processing factor 38A
55924	9.64e-01	3.97e-01	0.476	-0.8465104	-0.40296204	169.07	INKA2	inka box actin regulator 2
79712	9.64e-01	3.97e-01	0.3209	0.8465847	0.27165549	115.22	GTDC1	glycosyltransferase like domain containing 1
131177	9.64e-01	3.97e-01	0.2281	-0.8463742	-0.19301764	2544.47	FAM3D	FAM3 metabolism regulating signaling molecule D
667	9.64e-01	3.97e-01	0.374	0.8464563	0.31654723	10165.62	DST	dystonin
6642	9.64e-01	3.97e-01	0.0944	0.8464287	0.07993666	1825.31	SNX1	sorting nexin 1
414918	9.64e-01	3.97e-01	0.3024	-0.8466514	-0.25605889	263.48	DENND6B	DENN domain containing 6B
3394	9.64e-01	3.97e-01	0.4395	-0.8461803	-0.37186938	319.2	IRF8	interferon regulatory factor 8
11030	9.65e-01	3.98e-01	0.3511	-0.8456151	-0.29685986	1182.92	RBPMS	RNA binding protein, mRNA processing factor
7468	9.65e-01	3.98e-01	0.123	-0.8450649	-0.1039719	865.37	NSD2	nuclear receptor binding SET domain protein 2
100652999	9.65e-01	3.98e-01	0.1903	0.845114	0.16081783	114.3	LOC100652999	uncharacterized LOC100652999
100048912	9.65e-01	3.98e-01	0.765	-0.8448102	-0.64628273	789.14	CDKN2B-AS1	CDKN2B antisense RNA 1
10131	9.65e-01	3.98e-01	0.3819	-0.8448034	-0.32259094	889.13	TRAP1	TNF receptor associated protein 1
4931	9.66e-01	4.01e-01	0.1984	-0.8405409	-0.16679165	210.84	NVL	nuclear VCP like
127602	9.66e-01	3.99e-01	0.6013	0.8442785	0.50768818	25.98	DNAH14	dynein axonemal heavy chain 14
102724562	9.66e-01	4.00e-01	1.0107	0.841685	0.85067216	616.73	LOC102724562	macrophage stimulating 1 pseudogene
253782	9.66e-01	4.01e-01	0.1484	0.8403911	0.12473235	2722.6	CERS6	ceramide synthase 6
8801	9.66e-01	4.00e-01	0.3089	-0.8411618	-0.25981635	2334.28	SUCLG2	succinate-CoA ligase GDP-forming subunit beta
107986170	9.66e-01	3.98e-01	0.76	0.8444981	0.64181384	25.84	LOC107986170	replaced by ID 10686
10686	9.66e-01	4.00e-01	0.6431	0.8423359	0.54172605	17.65	CLDN16	claudin 16
101927233	9.66e-01	3.99e-01	0.4054	-0.8439552	-0.34214966	402.33	SEMA6A-AS1	SEMA6A antisense RNA 1
51523	9.66e-01	3.99e-01	0.4316	-0.8428003	-0.36374554	153.73	CXXC5	CXXC finger protein 5
1843	9.66e-01	4.00e-01	0.3011	0.8410389	0.2532003	2024.51	DUSP1	dual specificity phosphatase 1
9521	9.66e-01	4.00e-01	0.3571	0.8421769	0.30076788	60.84	EEF1E1	eukaryotic translation elongation factor 1 epsilon 1
101927538	9.66e-01	3.99e-01	0.7025	-0.8437979	-0.59274498	11.48	LOC101927538	
9841	9.66e-01	4.00e-01	0.2916	-0.8421832	-0.2455408	87.02	ZBTB24	zinc finger and BTB domain containing 24
646762	9.66e-01	3.99e-01	0.42	-0.8433713	-0.35422484	174.04	LOC646762	uncharacterized LOC646762
8797	9.66e-01	3.99e-01	0.2253	0.843825	0.19010608	989.96	TNFRSF10A	TNF receptor superfamily member 10a
30815	9.66e-01	4.01e-01	0.3869	-0.8403124	-0.32508132	915.34	ST6GALNAC6	ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 6
157922	9.66e-01	4.00e-01	0.1511	0.8413562	0.1270991	570.51	CAMSAP1	calmodulin regulated spectrin associated protein 1
5209	9.66e-01	3.99e-01	0.3633	-0.843217	-0.30636184	1973.42	PFKFB3	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3
221060	9.66e-01	4.00e-01	0.481	0.8410718	0.40453059	12.01	RPP38-DT	RPP38 divergent transcript
28992	9.66e-01	3.99e-01	0.6108	-0.8441031	-0.5155407	105.63	MACROD1	mono-ADP ribosylhydrolase 1
399975	9.66e-01	4.01e-01	0.2625	0.8406239	0.22069863	70.63	LOC399975	uncharacterized LOC399975
25977	9.66e-01	4.01e-01	0.1093	0.8403893	0.09185964	804	NECAP1	NECAP endocytosis associated 1
6601	9.66e-01	4.01e-01	0.1883	-0.8405304	-0.15829907	2411.76	SMARCC2	SWI/SNF related, matrix associated, actin dependent regulator of chromatin subfamily c member 2
144404	9.66e-01	4.00e-01	0.2839	0.8420803	0.23906741	4856.35	TMEM120B	transmembrane protein 120B
102725044	9.66e-01	3.99e-01	0.2104	-0.8434545	-0.17742087	196.52	LOC102725044	replaced by ID 161424
54813	9.66e-01	3.99e-01	0.1451	0.8432572	0.1223485	362.11	KLHL28	kelch like family member 28
57020	9.66e-01	4.00e-01	0.2415	0.84148	0.20323523	830.88	VPS35L	VPS35 endosomal protein sorting factor like
10594	9.66e-01	3.99e-01	0.1251	0.8433255	0.10546852	3261.95	PRPF8	pre-mRNA processing factor 8
90410	9.66e-01	3.99e-01	0.1991	-0.8438478	-0.16803819	192.28	IFT20	intraflagellar transport 20
7703	9.66e-01	4.00e-01	0.4656	-0.8413543	-0.3917596	570.78	PCGF2	polycomb group ring finger 2
56970	9.66e-01	3.99e-01	0.1579	0.8429025	0.13305666	2792.09	ATXN7L3	ataxin 7 like 3
101060400	9.66e-01	4.01e-01	0.4001	-0.8404724	-0.3362397	1044.05	LOC101060400	translation initiation factor IF-2
284080	9.66e-01	3.99e-01	0.4213	-0.8429802	-0.35514588	20.14	PICART1	p53 inducible cancer associated RNA transcript 1
7525	9.66e-01	4.00e-01	0.1571	0.8410625	0.13211101	2506.72	YES1	YES proto-oncogene 1, Src family tyrosine kinase
57132	9.66e-01	4.00e-01	0.158	0.8409203	0.13283932	3267.32	CHMP1B	charged multivesicular body protein 1B
30827	9.66e-01	4.00e-01	0.1664	-0.840854	-0.13991236	1008.36	CXXC1	CXXC finger protein 1
5205	9.66e-01	4.00e-01	0.2935	-0.8412527	-0.24694439	9770.33	ATP8B1	ATPase phospholipid transporting 8B1
84861	9.66e-01	3.99e-01	0.2915	-0.843101	-0.24579384	175.84	KLHL22	kelch like family member 22
412	9.66e-01	4.00e-01	0.3382	-0.8424158	-0.28493863	1062.5	STS	steroid sulfatase
100500888	9.66e-01	4.01e-01	0.186	-0.8399422	-0.15621298	185.29	MIR3940	microRNA 3940
4343	9.66e-01	4.01e-01	0.1377	0.8392764	0.11557488	8437.55	MOV10	Mov10 RISC complex RNA helicase
117143	9.66e-01	4.01e-01	0.3107	0.8393085	0.26076717	150.09	TADA1	transcriptional adaptor 1
221264	9.66e-01	4.01e-01	0.3233	0.8391003	0.27125897	98.75	AK9	adenylate kinase 9
55015	9.66e-01	4.01e-01	0.1853	0.8391538	0.15550636	415.2	PRPF39	pre-mRNA processing factor 39
83394	9.66e-01	4.01e-01	0.4247	-0.8394523	-0.35647384	1162.45	PITPNM3	PITPNM family member 3
389	9.66e-01	4.02e-01	0.1575	0.8379027	0.13200921	13170.77	RHOC	ras homolog family member C
440603	9.66e-01	4.03e-01	0.1985	-0.8370903	-0.16620239	1749.57	BCL2L15	BCL2 like 15
3570	9.66e-01	4.02e-01	0.6017	-0.837255	-0.50381646	557.71	IL6R	interleukin 6 receptor
56950	9.66e-01	4.02e-01	0.1759	-0.8376203	-0.14729825	219.53	SMYD2	SET and MYND domain containing 2
23596	9.66e-01	4.02e-01	0.6991	-0.8375149	-0.58550212	461.35	OPN3	opsin 3
51078	9.66e-01	4.02e-01	0.215	-0.8381631	-0.18022341	1020.68	THAP4	THAP domain containing 4
23367	9.66e-01	4.02e-01	0.1699	-0.837199	-0.14219954	4991.49	LARP1	La ribonucleoprotein 1, translational regulator
101409257	9.66e-01	4.02e-01	0.2027	0.8378782	0.16979626	1550.63	EZR-AS1	EZR antisense RNA 1
441178	9.66e-01	4.02e-01	0.3486	0.8382104	0.29223092	117.79	LINC02487	long intergenic non-protein coding RNA 2487
653857	9.66e-01	4.02e-01	0.2296	0.8378718	0.19238556	168.76	ACTR3C	actin related protein 3C
91574	9.66e-01	4.02e-01	0.3913	-0.8372614	-0.32761493	154.53	MTRFR	mitochondrial translation release factor in rescue
8926	9.66e-01	4.02e-01	0.2775	-0.8376834	-0.23242555	150.03	SNURF	SNRPN upstream open reading frame
105371038	9.66e-01	4.02e-01	0.5252	-0.8372214	-0.43968409	15.92	LOC105371038	uncharacterized LOC105371038
2072	9.66e-01	4.02e-01	0.2225	0.8388242	0.18662064	118.93	ERCC4	ERCC excision repair 4, endonuclease catalytic subunit
25794	9.66e-01	4.02e-01	0.3187	0.8372018	0.26681265	113.31	FSCN2	fascin actin-bundling protein 2, retinal
3957	9.66e-01	4.02e-01	0.7976	0.838567	0.66886972	333.87	LGALS2	galectin 2
5127	9.66e-01	4.02e-01	0.2171	-0.8379832	-0.18194994	2524.39	CDK16	cyclin dependent kinase 16
6760	9.66e-01	4.03e-01	0.1493	0.8369503	0.12496083	836.24	SS18	SS18 subunit of BAF chromatin remodeling complex
440672	9.67e-01	4.03e-01	0.2158	-0.8355458	-0.18032611	1409.87	NUDT4B	nudix hydrolase 4B
84791	9.67e-01	4.03e-01	0.434	-0.836632	-0.36313137	74.86	LINC00467	long intergenic non-protein coding RNA 467
84279	9.67e-01	4.03e-01	0.4404	-0.8355812	-0.36795034	263.81	PRADC1	protease associated domain containing 1
80235	9.67e-01	4.03e-01	0.6688	-0.8355062	-0.55881263	1249	PIGZ	phosphatidylinositol glycan anchor biosynthesis class Z
644	9.67e-01	4.03e-01	0.5872	0.8363796	0.49113032	35.87	BLVRA	biliverdin reductase A
29881	9.67e-01	4.03e-01	0.4759	-0.836602	-0.39816629	25.21	NPC1L1	NPC1 like intracellular cholesterol transporter 1
92714	9.67e-01	4.03e-01	0.1824	-0.8354351	-0.15238489	2385.23	ARRDC1	arrestin domain containing 1
107984427	9.67e-01	4.03e-01	0.4727	-0.8357493	-0.39504825	38.17	ME3-DT	ME3 divergent transcript
51290	9.67e-01	4.04e-01	0.2083	0.8353008	0.17400086	477.3	ERGIC2	ERGIC and golgi 2
85457	9.67e-01	4.03e-01	0.3703	-0.8356164	-0.30938921	1203.79	CIPC	CLOCK interacting pacemaker
10914	9.67e-01	4.04e-01	0.1835	0.8352399	0.15329994	4118.9	PAPOLA	poly(A) polymerase alpha
79856	9.67e-01	4.03e-01	0.2419	0.8360948	0.20229297	1186.29	SNX22	sorting nexin 22
752	9.67e-01	4.03e-01	0.3398	-0.8362782	-0.2841715	26.69	FMNL1	formin like 1
55205	9.67e-01	4.04e-01	0.7949	0.8352822	0.66395429	50.16	ZNF532	zinc finger protein 532
693224	9.67e-01	4.03e-01	0.3337	-0.8359828	-0.27897982	33.64	MIR639	microRNA 639
90407	9.67e-01	4.04e-01	0.1958	-0.8350278	-0.16352292	911.25	TMEM41A	transmembrane protein 41A
51018	9.67e-01	4.04e-01	0.5039	-0.8344539	-0.42049679	121.9	RRP15	ribosomal RNA processing 15 homolog
64943	9.67e-01	4.04e-01	0.6431	-0.8341786	-0.53647224	169.74	NT5DC2	5'-nucleotidase domain containing 2
102724748	9.67e-01	4.04e-01	0.2872	0.8341092	0.23955267	448.12	LOC102724748	
11063	9.67e-01	4.04e-01	0.402	-0.8341612	-0.33530599	22.92	SOX30	SRY-box transcription factor 30
94107	9.67e-01	4.04e-01	0.1703	-0.834049	-0.14207195	631.62	TMEM203	transmembrane protein 203
91893	9.67e-01	4.04e-01	0.3199	-0.8347062	-0.26698901	53.26	FDXACB1	ferredoxin-fold anticodon binding domain containing 1
57017	9.67e-01	4.04e-01	0.1736	-0.8344798	-0.14484762	1203.04	COQ9	coenzyme Q9
51186	9.67e-01	4.04e-01	0.5335	-0.8341022	-0.44495838	604.87	TCEAL9	transcription elongation factor A like 9
105371267	9.67e-01	4.04e-01	0.8788	-0.8339383	-0.73288922	121.14	CHD9NB	CHD9 neighbor
8355	9.67e-01	4.05e-01	0.7204	0.833445	0.60042154	13.84	H3C8	H3 clustered histone 8
107987147	9.67e-01	4.05e-01	0.8065	-0.8332575	-0.67198632	19.48	LOC107987147	
28234	9.67e-01	4.05e-01	0.7411	0.8333361	0.61760626	216.64	SLCO1B3	solute carrier organic anion transporter family member 1B3
107984485	9.67e-01	4.05e-01	0.2261	0.8330301	0.18832801	158.13	LOC107984485	
29082	9.67e-01	4.05e-01	0.209	0.8330256	0.1741224	636.07	CHMP4A	charged multivesicular body protein 4A
995	9.67e-01	4.05e-01	0.4466	0.8328471	0.37197951	30.09	CDC25C	cell division cycle 25C
112770	9.67e-01	4.05e-01	0.1679	-0.8325857	-0.13975611	1120.92	GLMP	glycosylated lysosomal membrane protein
55035	9.67e-01	4.05e-01	0.2572	-0.8326065	-0.21411445	208.62	NOL8	nucleolar protein 8
2874	9.68e-01	4.05e-01	0.3046	-0.8322519	-0.25352888	1115.29	GPS2	G protein pathway suppressor 2
51076	9.68e-01	4.06e-01	0.2169	0.8316719	0.18040766	175.98	CUTC	cutC copper transporter
100506606	9.68e-01	4.06e-01	0.3079	0.8315785	0.25603798	97.56	LOC100506606	uncharacterized LOC100506606
6166	9.68e-01	4.06e-01	0.1358	0.8316246	0.1129395	2427.94	RPL36AL	ribosomal protein L36a like
204	9.68e-01	4.07e-01	0.1969	-0.8284119	-0.16308291	2730.75	AK2	adenylate kinase 2
6282	9.68e-01	4.08e-01	0.4968	0.8272041	0.41091462	4611.23	S100A11	S100 calcium binding protein A11
4259	9.68e-01	4.07e-01	0.2111	-0.8297863	-0.1752026	2292.05	MGST3	microsomal glutathione S-transferase 3
100506046	9.68e-01	4.07e-01	0.4494	-0.8286159	-0.37236957	15.6	GAS5-AS1	GAS5 antisense RNA 1
3176	9.68e-01	4.08e-01	0.2562	-0.8282276	-0.21216868	749.35	HNMT	histamine N-methyltransferase
84657	9.68e-01	4.07e-01	0.643	-0.8291815	-0.53314922	9.29	LINC00852	long intergenic non-protein coding RNA 852
112268444	9.68e-01	4.08e-01	0.2394	0.8278301	0.19821546	197.95	LOC112268444	
83666	9.68e-01	4.07e-01	0.2622	0.8296369	0.21750834	975.62	PARP9	poly(ADP-ribose) polymerase family member 9
90441	9.68e-01	4.06e-01	0.2192	0.8306642	0.1820884	1200.13	ZNF622	zinc finger protein 622
23530	9.68e-01	4.08e-01	0.4005	-0.8280421	-0.33163057	951.16	NNT	nicotinamide nucleotide transhydrogenase
100505994	9.68e-01	4.08e-01	1.0364	0.8279986	0.85811131	13.25	LUCAT1	lung cancer associated transcript 1
79646	9.68e-01	4.07e-01	0.2827	-0.8296854	-0.2345726	2933.85	PANK3	pantothenate kinase 3
1432	9.68e-01	4.08e-01	0.1499	0.8269421	0.1239222	1584.9	MAPK14	mitogen-activated protein kinase 14
7422	9.68e-01	4.07e-01	0.4632	-0.828737	-0.38388661	5358.65	VEGFA	vascular endothelial growth factor A
8936	9.68e-01	4.06e-01	0.375	-0.8304799	-0.31142691	56.49	WASF1	WASP family member 1
4602	9.68e-01	4.08e-01	0.3337	-0.8271165	-0.27602038	170.45	MYB	MYB proto-oncogene, transcription factor
404672	9.68e-01	4.06e-01	0.1857	0.8309241	0.15434387	312.36	GTF2H5	general transcription factor IIH subunit 5
105375118	9.68e-01	4.07e-01	0.4808	-0.829779	-0.39894796	23.87	LOC105375118	uncharacterized LOC105375118
6856	9.68e-01	4.06e-01	0.2444	0.8302946	0.20294807	2239.73	SYPL1	synaptophysin like 1
51312	9.68e-01	4.08e-01	0.3102	-0.8275848	-0.25670176	595.9	SLC25A37	solute carrier family 25 member 37
10687	9.68e-01	4.08e-01	0.8883	0.8270442	0.73469909	54.83	PNMA2	PNMA family member 2
29974	9.68e-01	4.08e-01	0.356	-0.8273962	-0.29453114	778.45	A1CF	APOBEC1 complementation factor
51021	9.68e-01	4.07e-01	0.1955	-0.8291423	-0.16213624	1271.87	MRPS16	mitochondrial ribosomal protein S16
3416	9.68e-01	4.07e-01	0.3027	0.8293677	0.2510325	1016.17	IDE	insulin degrading enzyme
81855	9.68e-01	4.06e-01	0.3301	-0.830079	-0.27403478	1000.45	SFXN3	sideroflexin 3
220002	9.68e-01	4.07e-01	0.4784	-0.829932	-0.3970197	914.28	CYB561A3	cytochrome b561 family member A3
4704	9.68e-01	4.08e-01	0.1853	0.8269809	0.15324631	1544.93	NDUFA9	NADH:ubiquinone oxidoreductase subunit A9
440104	9.68e-01	4.08e-01	0.4334	-0.8271322	-0.35849456	229.14	TMEM198B	transmembrane protein 198B (pseudogene)
490	9.68e-01	4.08e-01	0.3967	-0.8271512	-0.3281622	2237.7	ATP2B1	ATPase plasma membrane Ca2+ transporting 1
10988	9.68e-01	4.07e-01	0.2446	-0.8285647	-0.20269883	774.68	METAP2	methionyl aminopeptidase 2
729082	9.68e-01	4.08e-01	0.2758	-0.8279012	-0.22830745	1373.15	OIP5-AS1	OIP5 antisense RNA 1
101928527	9.68e-01	4.07e-01	0.2664	0.8288754	0.22080354	69.52	PIGBOS1	PIGB opposite strand 1
54581	9.68e-01	4.07e-01	0.1709	-0.8285799	-0.141636	121.66	SCAND2P	SCAN domain containing 2 pseudogene
146434	9.68e-01	4.06e-01	0.3692	0.831316	0.30691194	57.7	ZNF597	zinc finger protein 597
55715	9.68e-01	4.07e-01	0.2836	-0.8293167	-0.23521312	6240.46	DOK4	docking protein 4
124801	9.68e-01	4.06e-01	0.2007	-0.8308837	-0.16673187	819.7	LSM12	LSM12 homolog
10238	9.68e-01	4.08e-01	0.163	-0.8275969	-0.13488877	3372.25	DCAF7	DDB1 and CUL4 associated factor 7
51340	9.68e-01	4.06e-01	0.1723	0.8300869	0.14304967	656.57	CRNKL1	crooked neck pre-mRNA splicing factor 1
64699	9.68e-01	4.06e-01	0.3983	-0.8308169	-0.3309178	126.52	TMPRSS3	transmembrane serine protease 3
23275	9.68e-01	4.07e-01	0.2287	-0.8297156	-0.18974681	671.69	POFUT2	protein O-fucosyltransferase 2
8318	9.68e-01	4.07e-01	0.6486	-0.8287187	-0.53748131	14.17	CDC45	cell division cycle 45
10245	9.68e-01	4.07e-01	0.1671	0.8286495	0.13843759	1001.18	TIMM17B	translocase of inner mitochondrial membrane 17B
23152	9.68e-01	4.08e-01	0.2107	-0.8267641	-0.17416026	4533.96	CIC	capicua transcriptional repressor
406983	9.68e-01	4.15e-01	0.4358	-0.8155657	-0.35544853	23.69	MIR200A	microRNA 200a
832	9.68e-01	4.10e-01	0.1565	0.8235266	0.12889932	5607.16	CAPZB	capping actin protein of muscle Z-line subunit beta
164091	9.68e-01	4.15e-01	0.3358	-0.8147984	-0.27364416	197.26	PAQR7	progestin and adipoQ receptor family member 7
9783	9.68e-01	4.14e-01	0.399	0.8163073	0.32566993	1289.37	RIMS3	regulating synaptic membrane exocytosis 3
5876	9.68e-01	4.15e-01	0.1846	0.815379	0.15054037	668.02	RABGGTB	Rab geranylgeranyltransferase subunit beta
9653	9.68e-01	4.14e-01	0.222	-0.8166576	-0.18129182	730.44	HS2ST1	heparan sulfate 2-O-sulfotransferase 1
148867	9.68e-01	4.12e-01	0.146	-0.8205004	-0.11977092	638.6	SLC30A7	solute carrier family 30 member 7
126669	9.68e-01	4.12e-01	0.7086	-0.8195173	-0.58072648	121.44	SHE	Src homology 2 domain containing E
54583	9.68e-01	4.15e-01	0.2634	-0.8144252	-0.21449873	4641.89	EGLN1	egl-9 family hypoxia inducible factor 1
9453	9.68e-01	4.14e-01	0.1329	0.8170559	0.10856498	633.31	GGPS1	geranylgeranyl diphosphate synthase 1
60526	9.68e-01	4.13e-01	0.2104	0.8179775	0.17212634	331.77	LDAH	lipid droplet associated hydrolase
9419	9.68e-01	4.15e-01	0.1637	0.8148171	0.13338273	345.86	CRIPT	CXXC repeat containing interactor of PDZ3 domain
376940	9.68e-01	4.13e-01	0.2985	-0.819117	-0.24452347	191.81	ZC3H6	zinc finger CCCH-type containing 6
85461	9.68e-01	4.10e-01	0.2178	0.8245567	0.17962036	1252.26	TANC1	tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 1
3234	9.68e-01	4.09e-01	0.6548	-0.8254755	-0.54050666	34.55	HOXD8	homeobox D8
100506866	9.68e-01	4.11e-01	1.2359	0.8224817	1.01652363	26.44	TTN-AS1	TTN antisense RNA 1
105747689	9.68e-01	4.14e-01	0.5697	0.8166239	0.46526682	17.88	NABP1-OT1	replaced by ID 64859
54918	9.68e-01	4.14e-01	0.1852	0.8171307	0.15132159	3693.27	CMTM6	CKLF like MARVEL transmembrane domain containing 6
9034	9.68e-01	4.10e-01	0.2041	0.8240192	0.16816512	392.45	CCRL2	C-C motif chemokine receptor like 2
54899	9.68e-01	4.12e-01	0.2287	-0.8209984	-0.18773756	306.42	PXK	PX domain containing serine/threonine kinase like
100534599	9.68e-01	4.11e-01	0.2477	-0.8229441	-0.20384625	817.43	ISY1-RAB43	ISY1-RAB43 readthrough
339122	9.68e-01	4.15e-01	0.2881	-0.815828	-0.2350371	795.18	RAB43	RAB43, member RAS oncogene family
349565	9.68e-01	4.10e-01	0.5288	-0.8238721	-0.43568919	30.65	NMNAT3	nicotinamide nucleotide adenylyltransferase 3
10606	9.68e-01	4.16e-01	0.4059	-0.8141649	-0.33049674	612.22	PAICS	phosphoribosylaminoimidazole carboxylase and phosphoribosylaminoimidazolesuccinocarboxamide synthase
9871	9.68e-01	4.13e-01	0.1925	0.817955	0.15743786	1132.08	SEC24D	SEC24 homolog D, COPII coat complex component
80155	9.68e-01	4.09e-01	0.1522	0.8251652	0.12561127	718.81	NAA15	N-alpha-acetyltransferase 15, NatA auxiliary subunit
84068	9.68e-01	4.14e-01	0.276	0.8161111	0.22526561	121.46	SLC10A7	solute carrier family 10 member 7
285440	9.68e-01	4.15e-01	0.4616	-0.8157711	-0.37653281	718.67	CYP4V2	cytochrome P450 family 4 subfamily V member 2
10915	9.68e-01	4.09e-01	0.2731	-0.8257374	-0.22548117	833.44	TCERG1	transcription elongation regulator 1
154	9.68e-01	4.14e-01	0.4346	0.8166439	0.35491327	66.26	ADRB2	adrenoceptor beta 2
1044	9.68e-01	4.14e-01	0.1862	-0.817192	-0.15216249	7386.75	CDX1	caudal type homeobox 1
83463	9.68e-01	4.13e-01	0.3385	0.8186381	0.27712854	2187.04	MXD3	MAX dimerization protein 3
79692	9.68e-01	4.15e-01	0.1585	0.8148659	0.12914504	258.54	ZNF322	zinc finger protein 322
107986588	9.68e-01	4.16e-01	0.3137	-0.8142365	-0.25546289	88.34	EHMT2-AS1	EHMT2 and SLC44A4 antisense RNA 1
7922	9.68e-01	4.11e-01	0.1295	-0.8225219	-0.10649475	3189.06	SLC39A7	solute carrier family 39 member 7
4594	9.68e-01	4.12e-01	0.1922	-0.8199401	-0.1575717	710.37	MMUT	methylmalonyl-CoA mutase
167691	9.68e-01	4.13e-01	0.6378	0.8190222	0.52235304	16.71	LCA5	lebercilin LCA5
51167	9.68e-01	4.10e-01	0.226	0.824161	0.18628289	475.59	CYB5R4	cytochrome b5 reductase 4
3841	9.68e-01	4.11e-01	0.4347	0.8227093	0.35765318	36.38	KPNA5	karyopherin subunit alpha 5
23366	9.68e-01	4.10e-01	0.4348	0.8241414	0.35832827	204.78	MATCAP2	microtubule associated tyrosine carboxypeptidase 2
51373	9.68e-01	4.12e-01	0.2552	-0.8211931	-0.20957741	137.5	MRPS17	mitochondrial ribosomal protein S17
81844	9.68e-01	4.14e-01	0.2661	-0.8167054	-0.21729195	4433.91	TRIM56	tripartite motif containing 56
57016	9.68e-01	4.11e-01	0.5713	0.8222782	0.46976889	10366.67	AKR1B10	aldo-keto reductase family 1 member B10
113218503	9.68e-01	4.12e-01	0.4287	0.8202303	0.35162133	22.73	MIR10399	microRNA 10399
27010	9.68e-01	4.13e-01	0.2584	0.8192502	0.21171052	334.38	TPK1	thiamin pyrophosphokinase 1
9	9.68e-01	4.12e-01	0.3595	0.82058	0.29500519	567	NAT1	N-acetyltransferase 1
2936	9.68e-01	4.13e-01	0.2176	-0.8191837	-0.17828802	3013.7	GSR	glutathione-disulfide reductase
54904	9.68e-01	4.11e-01	0.2069	0.8228401	0.17026006	1253.91	NSD3	nuclear receptor binding SET domain protein 3
286148	9.68e-01	4.15e-01	0.233	0.8145648	0.18979609	458.91	DPY19L4	dpy-19 like 4
51001	9.68e-01	4.14e-01	0.4163	0.81601	0.33971185	72.02	MTERF3	mitochondrial transcription termination factor 3
340390	9.68e-01	4.09e-01	0.5443	-0.8252337	-0.44920344	39.96	WDR97	WD repeat domain 97
100132154	9.68e-01	4.10e-01	0.502	0.8242698	0.41379111	105.78	LOC100132154	ankyrin repeat domain 30B pseudogene
23307	9.68e-01	4.11e-01	0.1943	0.822207	0.15978091	933.89	FKBP15	FKBP prolyl isomerase family member 15
56262	9.68e-01	4.13e-01	0.2178	0.8187758	0.17836613	3602.32	LRRC8A	leucine rich repeat containing 8 VRAC subunit A
26086	9.68e-01	4.14e-01	0.8754	0.816523	0.71480427	26.09	GPSM1	G protein signaling modulator 1
51162	9.68e-01	4.11e-01	0.5732	-0.822425	-0.4714361	594.79	EGFL7	EGF like domain multiple 7
114004351	9.68e-01	4.12e-01	0.3751	-0.8204372	-0.30770753	63.34	PARGP1-AGAP4	PARGP1-AGAP4 readthrough
100126326	9.68e-01	4.11e-01	0.286	0.8216706	0.23501938	1161.99	MIR936	microRNA 936
282997	9.68e-01	4.10e-01	0.3829	0.8238016	0.31546615	31.2	PDCD4-AS1	PDCD4 antisense RNA 1
10612	9.68e-01	4.10e-01	0.5315	-0.8235304	-0.4377469	659.11	TRIM3	tripartite motif containing 3
2346	9.68e-01	4.13e-01	0.3801	-0.819221	-0.31140465	88.51	FOLH1	folate hydrolase 1
81876	9.68e-01	4.09e-01	0.243	-0.8253631	-0.20054572	6174.77	RAB1B	RAB1B, member RAS oncogene family
91683	9.68e-01	4.10e-01	1.0284	-0.824536	-0.84797446	985.2	SYT12	synaptotagmin 12
23201	9.68e-01	4.10e-01	0.3306	-0.8239351	-0.2723634	758.13	FAM168A	family with sequence similarity 168 member A
219899	9.68e-01	4.09e-01	0.2253	0.825403	0.18596103	118.61	TBCEL	tubulin folding cofactor E like
4013	9.68e-01	4.14e-01	0.2032	-0.8176925	-0.1661427	1098.17	VWA5A	von Willebrand factor A domain containing 5A
4040	9.68e-01	4.12e-01	0.1683	0.8203382	0.13804421	825.42	LRP6	LDL receptor related protein 6
51067	9.68e-01	4.09e-01	0.1555	0.8258059	0.1284223	436.58	YARS2	tyrosyl-tRNA synthetase 2
55681	9.68e-01	4.11e-01	0.2486	0.8215628	0.20421084	1875.1	SCYL2	SCY1 like pseudokinase 2
107984449	9.68e-01	4.11e-01	0.5317	0.821885	0.43699523	98.61	LOC107984449	uncharacterized LOC107984449
55578	9.68e-01	4.12e-01	0.1723	0.8197669	0.14122606	485.1	SUPT20H	SPT20 homolog, SAGA complex component
10240	9.68e-01	4.15e-01	0.2068	0.8143569	0.16843034	206	MRPS31	mitochondrial ribosomal protein S31
1948	9.68e-01	4.15e-01	0.2751	-0.8144098	-0.22401378	4003.96	EFNB2	ephrin B2
122773	9.68e-01	4.13e-01	0.524	0.8178958	0.42856352	13.24	KLHDC1	kelch domain containing 1
